draftRound,draftPick,playerName,position,age,height,weight,collegeAttended,rushingAttempts,rushingYards,avgYardsPerRush,rushingTouchdowns,receptions,receivingYards,avgYardsPerReception,receivingTouchdowns,passCompletions,passAttempts,passCompletionPercentage,passingYards,avgYardsPerPass,passingTouchdowns,passingInterceptions,fortyYardDash,verticalJump,benchPress,broadJump,threeCone,shuttle
5,146,George Kittle,TE,23,193.0,250,Iowa,0,0,,0,48,737,15.4,10,,,,,,,,4.52,35.0,18,132,,
5,150,Jordan Leggett,TE,22,196.0,258,Clemson,0,0,,0,112,1598,14.3,18,,,,,,,,,33.0,18,114,7.12,4.33
5,154,Jeremy Sprinkle,TE,23,196.0,252,Arkansas,2,5,2.5,0,71,921,13.0,11,,,,,,,,4.69,29.0,,116,,
5,156,Brian Hill,RB,21,185.0,219,Wyoming,775,4287,5.5,35,41,403,9.8,0,,,,,,,,4.54,34.0,15,125,7.03,4.32
5,162,Jeremy McNichols,RB,21,175.0,205,Boise St.,571,3205,5.6,44,103,1089,10.6,11,,,,,,,,4.49,35.5,,121,6.93,4.28
5,166,Shelton Gibson,WR,22,180.0,191,West Virginia,2,29,14.5,0,84,1898,22.6,17,,,,,,,,4.50,32.0,8,118,6.83,4.20
5,170,Rodney Adams,WR,22,185.0,189,South Florida,40,375,9.4,7,136,1976,14.5,16,,,,,,,,4.44,29.5,8,125,6.98,4.28
5,171,Nathan Peterman,QB,23,188.0,225,Pittsburgh,,,,,,,,,398,662,60.1,5236,7.9,47,17,4.82,31.0,,110,7.14,4.31
5,172,Isaiah McKenzie,WR,22,173.0,173,Georgia,37,329,8.9,4,60,823,13.7,7,,,,,,,,4.42,36.0,11,123,6.64,4.15
5,177,Trent Taylor,WR,23,173.0,180,Louisiana Tech,0,0,,0,327,4179,12.8,32,,,,,,,,4.63,33.0,13,117,6.74,4.01
5,179,T.J. Logan,RB,23,178.0,196,North Carolina,398,2165,5.4,19,76,663,8.7,4,,,,,,,,4.37,33.5,17,121,,
5,182,Aaron Jones,RB,22,175.0,208,Texas-El Paso,658,4114,6.3,33,71,646,9.1,7,,,,,,,,4.56,37.5,16,127,6.82,4.20
6,201,Bucky Hodges,TE,22,198.0,257,Virginia Tech,21,89,4.2,1,133,1747,13.1,20,,,,,,,,4.57,39.0,18,134,,4.45
6,206,Sam Rogers,FB,22,178.0,235,Virginia Tech,165,692,4.2,4,72,802,11.1,7,,,,,,,,4.93,32.0,19,114,7.27,4.34
6,209,Robert Davis,WR,22,190.0,212,Georgia St.,1,3,3.0,0,222,3391,15.3,17,,,,,,,,4.44,41.0,19,136,6.82,4.28
7,219,Stacy Coley,WR,23,183.0,195,Miami (FL),8,125,15.6,1,166,2218,13.4,20,,,,,,,,4.45,34.0,10,122,,
7,237,Isaiah Ford,WR,21,188.0,189,Virginia Tech,17,84,4.9,0,210,2967,14.1,24,,,,,,,,4.61,35.5,14,127,6.94,4.34
7,239,Noah Brown,WR,21,188.0,225,Ohio St.,1,-4,-4.0,0,33,411,12.5,7,,,,,,,,,,19,,7.07,4.33
7,242,Elijah Hood,RB,21,180.0,230,North Carolina,430,2580,6.0,29,40,211,5.3,0,,,,,,,,,,18,,,
7,247,Malachi Dupre,WR,21,188.0,196,LSU,0,0,,0,98,1609,16.4,14,,,,,,,,4.52,39.5,11,135,7.19,4.26
7,249,Chris Carson,RB,22,180.0,222,Oklahoma St.,213,1076,5.1,13,30,298,9.9,1,,,,,,,,4.58,37.0,23,130,,
7,252,Matthew Dayes,RB,23,175.0,205,North Carolina St.,550,2856,5.2,34,98,937,9.6,6,,,,,,,,4.47,28.0,18,109,,
1,1,Baker Mayfield,QB,23,185.0,215,Oklahoma,,,,,,,,,1026,1497,68.5,14607,9.8,131,30,4.84,29.0,,111,7.00,4.28
1,2,Saquon Barkley,RB,21,180.0,233,Penn St.,671,3843,5.7,43,102,1195,11.7,8,,,,,,,,4.40,41.0,29,,,4.24
1,3,Sam Darnold,QB,21,190.0,225,USC,,,,,,,,,549,846,64.9,7229,8.5,57,22,4.85,26.5,,105,6.96,4.40
1,7,Josh Allen,QB,22,196.0,237,Wyoming,,,,,,,,,365,649,56.2,5066,7.8,44,21,4.75,33.5,,119,6.90,4.40
1,10,Josh Rosen,QB,21,193.0,218,UCLA,,,,,,,,,712,1170,60.9,9340,8.0,59,26,4.92,31.0,,111,7.09,4.28
1,24,D.J. Moore,WR,21,180.0,215,Maryland,17,125,7.4,1,146,2027,13.9,17,,,,,,,,4.42,39.5,15,132,6.95,4.07
1,25,Hayden Hurst,TE,25,193.0,245,South Carolina,11,39,3.5,1,100,1281,12.8,3,,,,,,,,4.67,31.5,,120,7.19,4.37
1,26,Calvin Ridley,WR,23,185.0,190,Alabama,8,40,5.0,1,224,2781,12.4,19,,,,,,,,4.43,31.0,15,110,6.88,4.41
1,27,Rashaad Penny,RB,22,180.0,220,San Diego St.,488,3656,7.5,38,42,479,11.4,6,,,,,,,,4.46,32.5,13,120,,
1,31,Sony Michel,RB,23,180.0,215,Georgia,590,3613,6.1,33,64,621,9.7,6,,,,,,,,4.54,,22,,,4.21
2,33,Austin Corbett,C,23,193.0,306,Nevada,1,-1,-1.0,0,0,0,,0,,,,,,,,5.15,28.0,19,106,7.87,4.50
2,35,Nick Chubb,RB,22,180.0,227,Georgia,758,4769,6.3,44,31,361,11.6,4,,,,,,,,4.52,38.5,29,128,7.09,4.25
2,40,Courtland Sutton,WR,22,190.0,218,SMU,1,2,2.0,1,195,3220,16.5,31,,,,,,,,4.54,35.5,18,124,6.57,4.11
2,42,Mike Gesicki,TE,22,198.0,245,Penn St.,0,0,,0,129,1481,11.5,15,,,,,,,,4.54,41.5,22,129,6.76,4.10
2,43,Kerryon Johnson,RB,21,180.0,206,Auburn,519,2494,4.8,32,55,478,8.7,2,,,,,,,,,40.0,11,126,7.07,4.29
2,47,Christian Kirk,WR,21,180.0,200,Texas A&M,23,120,5.2,0,234,2856,12.2,26,,,,,,,,4.47,35.5,20,115,7.09,4.45
2,51,Anthony Miller,WR,23,180.0,190,Memphis,31,148,4.8,3,238,3590,15.1,37,,,,,,,,,,22,,,
2,59,Derrius Guice,RB,21,180.0,225,LSU,471,3074,6.5,29,32,250,7.8,3,,,,,,,,4.49,31.5,15,,,
2,60,James Washington,WR,22,180.0,213,Oklahoma St.,9,70,7.8,1,226,4472,19.8,39,,,,,,,,4.54,34.5,14,120,7.11,4.32
2,62,Brian O'Neill,T,22,201.0,297,Pittsburgh,3,39,13.0,2,0,0,,0,,,,,,,,4.82,29.5,22,107,7.14,4.50
3,71,Royce Freeman,RB,22,183.0,229,Oregon,947,5621,5.9,60,79,814,10.3,4,,,,,,,,4.54,34.0,17,118,6.90,4.16
3,76,Mason Rudolph,QB,23,196.0,235,Oklahoma St.,,,,,,,,,915,1447,63.2,13618,9.4,92,26,4.90,26.0,,,,
3,81,Michael Gallup,WR,22,185.0,198,Colorado St.,4,15,3.8,0,176,2690,15.3,21,,,,,,,,4.51,36.0,10,122,6.95,4.37
3,86,Mark Andrews,TE,22,196.0,256,Oklahoma,0,0,,0,112,1765,15.8,22,,,,,,,,4.67,31.0,17,113,7.34,4.38
4,101,Ian Thomas,TE,22,190.0,260,Indiana,0,0,,0,28,404,14.4,5,,,,,,,,4.74,36.0,,123,7.15,4.20
4,103,Keke Coutee,WR,21,180.0,180,Texas Tech,8,17,2.1,1,159,2424,15.2,17,,,,,,,,4.43,34.5,14,113,6.93,4.15
4,104,Nyheim Hines,RB,21,175.0,198,North Carolina St.,258,1400,5.4,13,89,933,10.5,1,,,,,,,,4.38,35.5,,119,7.18,4.35
4,105,Antonio Callaway,WR,21,180.0,200,Florida,8,51,6.4,1,89,1399,15.7,7,,,,,,,,4.41,34.0,,121,,
4,112,Mark Walton,RB,21,178.0,202,Miami (FL),395,2006,5.1,26,56,624,11.1,2,,,,,,,,4.60,31.5,18,118,,
4,113,DaeSean Hamilton,WR,23,185.0,203,Penn St.,10,22,2.2,0,214,2842,13.3,18,,,,,,,,,34.5,,118,6.84,4.15
4,123,Durham Smythe,TE,22,198.0,248,Notre Dame,0,0,,0,28,381,13.6,6,,,,,,,,4.81,31.0,18,110,7.17,4.23
4,131,Kalen Ballage,RB,22,188.0,237,Arizona St.,450,1984,4.4,27,82,684,8.3,2,,,,,,,,4.46,33.5,15,122,6.91,4.35
5,156,Troy Fumagalli,TE,23,196.0,247,Wisconsin,0,0,,0,135,1627,12.1,7,,,,,,,,,,14,,,
5,162,Jordan Lasley,WR,21,185.0,213,UCLA,4,-6,-1.5,0,113,1901,16.8,14,,,,,,,,4.50,34.5,8,112,,4.19
5,165,Jaylen Samuels,TE,22,183.0,225,North Carolina St.,182,1107,6.1,28,201,1851,9.2,19,,,,,,,,4.54,34.5,18,121,6.93,4.28
5,169,Jordan Wilkins,RB,24,185.0,216,Mississippi,279,1751,6.3,14,32,322,10.1,1,,,,,,,,,36.0,16,117,,4.27
6,176,John Kelly,RB,21,178.0,205,Tennessee,327,1573,4.8,15,43,350,8.1,0,,,,,,,,,35.0,15,120,7.13,4.51
6,185,Deon Cain,WR,22,188.0,202,Clemson,1,-5,-5.0,0,130,2040,15.7,20,,,,,,,,4.43,33.5,11,115,6.71,4.37
6,191,Dylan Cantrell,WR,24,190.0,226,Texas Tech,1,3,3.0,1,158,1873,11.9,18,,,,,,,,4.59,38.5,18,130,6.56,4.03
6,199,Luke Falk,QB,23,193.0,215,Washington St.,,,,,,,,,1403,2054,68.3,14481,7.1,119,39,,26.5,,103,,
6,207,Equanimeous St. Brown,WR,21,196.0,214,Notre Dame,0,0,,0,92,1484,16.1,13,,,,,,,,4.48,,20,,,
6,208,Cedrick Wilson,WR,22,196.0,188,Boise St.,12,20,1.7,0,139,2640,19.0,18,,,,,,,,4.55,37.0,9,121,6.89,4.23
6,210,Braxton Berrios,WR,22,175.0,190,Miami (FL),4,72,18.0,0,100,1175,11.8,14,,,,,,,,,,11,,,
7,224,Javon Wims,WR,23,193.0,215,Georgia,0,0,,0,62,910,14.7,8,,,,,,,,4.53,33.5,,113,7.00,
7,228,Marcell Ateman,WR,23,193.0,216,Oklahoma St.,1,1,1.0,0,146,2466,16.9,13,,,,,,,,4.62,34.0,13,121,7.07,4.25
7,236,Bo Scarbrough,RB,21,185.0,235,Alabama,267,1512,5.7,20,21,131,6.2,0,,,,,,,,4.52,40.0,14,129,,4.34
7,249,Logan Woodside,QB,23,185.0,213,Toledo,,,,,,,,,759,1166,65.1,10514,9.0,93,25,4.79,31.5,,103,6.94,4.15
7,250,Ryan Izzo,TE,22,196.0,255,Florida St.,0,0,,0,54,761,14.1,6,,,,,,,,4.94,33.0,18,110,7.15,4.43
7,251,Justin Jackson,RB,23,183.0,199,Northwestern,1142,5440,4.8,41,122,858,7.0,1,,,,,,,,4.52,38.5,13,122,6.81,4.07
7,253,Auden Tate,WR,21,196.0,228,Florida St.,0,0,,0,65,957,14.7,16,,,,,,,,4.68,31.0,,112,,
7,256,Trey Quinn,WR,22,183.0,200,SMU,3,11,3.7,0,136,1512,11.1,13,,,,,,,,4.55,33.5,17,116,6.91,4.19
